InstanceType,Region,AZ,SPS_Mean,SPS_STD,SpotPrice
g4ad.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.434
m5dn.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2859
m5dn.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.315
m5dn.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2692
d3en.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.765
d3en.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.8122
d3en.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.7841
d3en.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.8859
c7gd.large,us-west-2,usw2-az3,3.0,0.0,0.0595
c7gd.large,us-west-2,usw2-az1,3.0,0.0,0.042
c7gd.large,us-west-2,usw2-az2,3.0,0.0,0.0535
m7gd.large,us-west-2,usw2-az1,3.0,0.0,0.054
m7gd.large,us-west-2,usw2-az3,3.0,0.0,0.0498
m7gd.large,us-west-2,usw2-az2,3.0,0.0,0.0598
m4.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4195
m4.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.3592
m4.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.4187
c5ad.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.3571
c5ad.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.3422
c5ad.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.3562
t2.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0953
t2.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1209
t2.xlarge,us-west-2,usw2-az2,3.0,0.0,0.09
m5d.large,us-west-2,usw2-az4,3.0,0.0,0.0439
m5d.large,us-west-2,usw2-az3,3.0,0.0,0.0529
m5d.large,us-west-2,usw2-az2,3.0,0.0,0.0477
m5d.large,us-west-2,usw2-az1,3.0,0.0,0.0468
m6id.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.4121
m6id.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.3405
m6id.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.3982
m6id.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.3999
is4gen.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1581
is4gen.xlarge,us-west-2,usw2-az3,3.0,0.0,0.2192
is4gen.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1647
c7i.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1195
c7i.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0943
c7i.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1089
m6a.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4583
m6a.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.4128
m6a.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.3495
m6a.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.4105
r6id.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.9056
r6id.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.9171
r6id.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.9567
m7i.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.1897
m7i.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2447
m7i.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2101
m7i.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.1902
m7i-flex.large,us-west-2,usw2-az3,3.0,0.0,0.042
m7i-flex.large,us-west-2,usw2-az4,3.0,0.0,0.0531
m7i-flex.large,us-west-2,usw2-az2,3.0,0.0,0.0608
m7gd.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1208
m7gd.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0882
m7gd.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0903
c5.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.2457
c5.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.245
c5.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.2429
c5.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.4581
c4.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0854
c4.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1189
c4.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0898
t3.large,us-west-2,usw2-az1,3.0,0.0,0.0373
t3.large,us-west-2,usw2-az4,3.0,0.0,0.0599
t3.large,us-west-2,usw2-az3,3.0,0.0,0.0506
t3.large,us-west-2,usw2-az2,3.0,0.0,0.037
m6g.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0871
m6g.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1176
m6g.xlarge,us-west-2,usw2-az3,3.0,0.0,0.0509
m6g.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0677
m6g.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.1965
m6g.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.2013
m6g.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.1613
m6g.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.1996
m3.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1204
m3.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1236
m3.xlarge,us-west-2,usw2-az3,3.0,0.0,0.114
i3.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1317
i3.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1271
i3.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1223
i3.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1246
m5.xlarge,us-west-2,usw2-az4,3.0,0.0,0.0869
m5.xlarge,us-west-2,usw2-az3,3.0,0.0,0.0811
m5.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0744
m5.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0684
m5ad.large,us-west-2,usw2-az4,3.0,0.0,0.0404
m5ad.large,us-west-2,usw2-az1,3.0,0.0,0.061
m5ad.large,us-west-2,usw2-az3,3.0,0.0,0.0481
m5ad.large,us-west-2,usw2-az2,3.0,0.0,0.0604
c5.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.172
c5.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.1778
c5.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.1512
c5.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2098
c7g.8xlarge,us-west-2,usw2-az4,3.0,0.0,0.9442
c7g.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.7707
c7g.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.5351
c7g.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.7603
m5.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.8098
m5.8xlarge,us-west-2,usw2-az4,3.0,0.0,0.7124
m5.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.6563
m5.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.8154
m5dn.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.8423
r5b.xlarge,us-west-2,usw2-az2,3.0,0.0,0.147
r5b.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1397
r5b.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1361
r6in.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1267
r6in.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1257
r6in.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1195
m6idn.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2924
m6idn.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2588
m6idn.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.3068
i2.xlarge,us-west-2,usw2-az1,3.0,0.0,0.2051
i2.xlarge,us-west-2,usw2-az2,3.0,0.0,0.2017
i2.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1775
t3a.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.2345
t3a.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.1937
t3a.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2169
t3a.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2333
r4.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.9194
r4.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.954
r4.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.948
m7a.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.3522
m7a.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.486
m7a.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.485
m5n.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2075
m5n.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2349
m5n.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2583
m7g.large,us-west-2,usw2-az2,3.0,0.0,0.0586
m7g.large,us-west-2,usw2-az3,3.0,0.0,0.0485
m7g.large,us-west-2,usw2-az1,3.0,0.0,0.0554
is4gen.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.3103
is4gen.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.384
is4gen.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.4421
c7g.xlarge,us-west-2,usw2-az3,3.0,0.0,0.0811
c7g.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1001
c7g.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1103
c7g.xlarge,us-west-2,usw2-az4,3.0,0.0,0.102
r5a.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.43
r5a.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.5098
r5a.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.478
r5a.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.4448
a1.large,us-west-2,usw2-az3,3.0,0.0,0.0489
a1.large,us-west-2,usw2-az2,3.0,0.0,0.0425
is4gen.large,us-west-2,usw2-az3,3.0,0.0,0.0747
is4gen.large,us-west-2,usw2-az1,3.0,0.0,0.1112
is4gen.large,us-west-2,usw2-az2,3.0,0.0,0.1102
i4g.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4321
i4g.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.4849
i4g.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.3959
c6a.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.5362
c6a.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.7769
c6a.8xlarge,us-west-2,usw2-az4,3.0,0.0,0.8226
c6a.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.6068
i3en.large,us-west-2,usw2-az2,3.0,0.0,0.057
i3en.large,us-west-2,usw2-az3,3.0,0.0,0.0644
i3en.large,us-west-2,usw2-az4,3.0,0.0,0.0593
i3en.large,us-west-2,usw2-az1,3.0,0.0,0.0477
r7g.16xlarge,us-west-2,usw2-az1,3.0,0.0,0.969
r5n.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2995
r5n.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2578
r5n.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.3019
m5n.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.9631
m5n.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.8814
m5a.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1033
m5a.xlarge,us-west-2,usw2-az3,3.0,0.0,0.12
m5a.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0881
m5a.xlarge,us-west-2,usw2-az4,3.0,0.0,0.0867
m5d.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1164
m5d.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1091
m5d.xlarge,us-west-2,usw2-az2,3.0,0.0,0.119
m5d.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1136
z1d.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.3323
z1d.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2764
z1d.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.4242
c5d.large,us-west-2,usw2-az1,3.0,0.0,0.0473
c5d.large,us-west-2,usw2-az3,3.0,0.0,0.0429
c5d.large,us-west-2,usw2-az2,3.0,0.0,0.043
c5d.large,us-west-2,usw2-az4,3.0,0.0,0.0514
c5.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1
c5.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0856
c5.xlarge,us-west-2,usw2-az3,3.0,0.0,0.0821
c5.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0797
x1e.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1816
x1e.xlarge,us-west-2,usw2-az2,3.0,0.0,0.2408
x1e.xlarge,us-west-2,usw2-az1,3.0,0.0,0.2392
c5n.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1205
c5n.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1052
c5n.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1042
c5n.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0882
m7gd.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.1765
m7gd.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2384
m7gd.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.1751
m6id.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2032
m6id.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.1651
m6id.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2381
m6id.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.2081
r5dn.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1256
r5dn.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1168
r5dn.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1272
r5dn.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1293
m5dn.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.4877
m5dn.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.5817
m7g.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.3853
m7g.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.4661
m7g.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.3387
m6i.large,us-west-2,usw2-az1,3.0,0.0,0.0485
m6i.large,us-west-2,usw2-az4,3.0,0.0,0.0473
m6i.large,us-west-2,usw2-az2,3.0,0.0,0.0579
m6i.large,us-west-2,usw2-az3,3.0,0.0,0.0512
m5.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.1956
m5.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.1794
m5.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2036
m5.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.1807
c7gn.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.6855
g5g.xlarge,us-west-2,usw2-az3,3.0,0.0,0.2194
g5g.xlarge,us-west-2,usw2-az2,3.0,0.0,0.2011
g5g.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1832
r7a.8xlarge,us-west-2,usw2-az4,3.0,0.0,0.9059
i4i.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2799
i4i.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.205
i4i.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2599
i4i.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.228
c5a.large,us-west-2,usw2-az2,3.0,0.0,0.0602
c5a.large,us-west-2,usw2-az1,3.0,0.0,0.0498
c5a.large,us-west-2,usw2-az4,3.0,0.0,0.0446
c5a.large,us-west-2,usw2-az3,3.0,0.0,0.0492
t3.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1004
t3.xlarge,us-west-2,usw2-az1,3.0,0.0,0.069
t3.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1008
t3.xlarge,us-west-2,usw2-az2,3.0,0.0,0.082
c6id.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.1634
c6id.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2112
c6id.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.1659
c6id.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.205
g4dn.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.9211
r6idn.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1406
r6idn.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1297
r6idn.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1518
r6gd.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.3693
r6gd.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4101
r6gd.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.36
r6gd.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.3601
f1.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.3286
f1.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.4091
f1.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.3885
g4dn.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.6582
g4dn.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4908
g4dn.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.7687
m3.large,us-west-2,usw2-az2,3.0,0.0,0.0518
m3.large,us-west-2,usw2-az3,3.0,0.0,0.0528
m3.large,us-west-2,usw2-az1,3.0,0.0,0.0501
r7g.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2337
r7g.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2036
r7g.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2008
c7i.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2033
c7i.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2417
c7i.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2401
m6gd.large,us-west-2,usw2-az4,3.0,0.0,0.059
m6gd.large,us-west-2,usw2-az1,3.0,0.0,0.0727
m6gd.large,us-west-2,usw2-az2,3.0,0.0,0.0659
m6gd.large,us-west-2,usw2-az3,3.0,0.0,0.0589
a1.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0976
g4dn.xlarge,us-west-2,usw2-az1,3.0,0.0,0.2
g4dn.xlarge,us-west-2,usw2-az3,3.0,0.0,0.194
g4dn.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1921
m7i.large,us-west-2,usw2-az3,3.0,0.0,0.0601
m7i.large,us-west-2,usw2-az2,3.0,0.0,0.042
m7i.large,us-west-2,usw2-az4,3.0,0.0,0.0415
m7i.large,us-west-2,usw2-az1,3.0,0.0,0.0453
c7gd.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.8459
c7gd.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.9695
c7gd.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.7201
r5a.xlarge,us-west-2,usw2-az2,3.0,0.0,0.101
r5a.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1089
r5a.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1039
r5a.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1212
c6g.medium,us-west-2,usw2-az2,3.0,0.0,0.0211
c6g.medium,us-west-2,usw2-az4,3.0,0.0,0.0222
c6g.medium,us-west-2,usw2-az3,3.0,0.0,0.0259
c6g.medium,us-west-2,usw2-az1,3.0,0.0,0.0256
c6id.large,us-west-2,usw2-az4,3.0,0.0,0.0541
c6id.large,us-west-2,usw2-az1,3.0,0.0,0.0446
c6id.large,us-west-2,usw2-az3,3.0,0.0,0.0609
c6id.large,us-west-2,usw2-az2,3.0,0.0,0.0384
c6g.large,us-west-2,usw2-az1,3.0,0.0,0.0589
c6g.large,us-west-2,usw2-az4,3.0,0.0,0.0418
c6g.large,us-west-2,usw2-az2,3.0,0.0,0.0591
c6g.large,us-west-2,usw2-az3,3.0,0.0,0.0494
m7gd.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.4221
m7gd.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4767
m7gd.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.3354
im4gn.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.7228
m6a.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1206
m6a.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0872
m6a.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0993
m6a.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1046
c5d.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.3811
c5d.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.3598
c5d.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.3583
c5d.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.3672
r3.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.5097
r3.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.4623
r3.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.5058
c6g.xlarge,us-west-2,usw2-az3,3.0,0.0,0.0772
c6g.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1074
c6g.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1081
c6g.xlarge,us-west-2,usw2-az4,3.0,0.0,0.118
t3a.medium,us-west-2,usw2-az3,3.0,0.0,0.0213
t3a.medium,us-west-2,usw2-az4,3.0,0.0,0.021
t3a.medium,us-west-2,usw2-az1,3.0,0.0,0.0289
t3a.medium,us-west-2,usw2-az2,3.0,0.0,0.0245
m5a.large,us-west-2,usw2-az2,3.0,0.0,0.0435
m5a.large,us-west-2,usw2-az4,3.0,0.0,0.0532
m5a.large,us-west-2,usw2-az3,3.0,0.0,0.0598
m5a.large,us-west-2,usw2-az1,3.0,0.0,0.0433
r7iz.large,us-west-2,usw2-az1,3.0,0.0,0.0528
r7iz.large,us-west-2,usw2-az4,3.0,0.0,0.0604
r7iz.large,us-west-2,usw2-az2,3.0,0.0,0.0605
r7iz.large,us-west-2,usw2-az3,3.0,0.0,0.0534
m6in.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1129
m6in.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1221
m6in.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1202
m6i.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.2041
m6i.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.2276
m6i.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.2066
m6i.2xlarge,us-west-2,usw2-az4,3.0,0.0,0.2144
m5ad.xlarge,us-west-2,usw2-az3,3.0,0.0,0.117
m5ad.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1484
m5ad.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1225
m5ad.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1302
r5b.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.9796
d2.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1638
d2.xlarge,us-west-2,usw2-az2,3.0,0.0,0.2073
d2.xlarge,us-west-2,usw2-az1,3.0,0.0,0.2228
m7gd.medium,us-west-2,usw2-az3,3.0,0.0,0.0253
m7gd.medium,us-west-2,usw2-az1,3.0,0.0,0.0267
m7gd.medium,us-west-2,usw2-az2,3.0,0.0,0.0304
m6g.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.6602
m6g.8xlarge,us-west-2,usw2-az4,3.0,0.0,0.8586
m6g.8xlarge,us-west-2,usw2-az2,3.0,0.0,0.7343
m6g.8xlarge,us-west-2,usw2-az3,3.0,0.0,0.8155
r7iz.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1216
r7iz.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1338
r7iz.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1036
r7iz.xlarge,us-west-2,usw2-az3,3.0,0.0,0.125
c6in.large,us-west-2,usw2-az1,3.0,0.0,0.0606
c6in.large,us-west-2,usw2-az3,3.0,0.0,0.046
m2.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.2344
i3en.6xlarge,us-west-2,usw2-az4,3.0,0.0,0.7424
i3en.6xlarge,us-west-2,usw2-az2,3.0,0.0,0.5714
i3en.6xlarge,us-west-2,usw2-az3,3.0,0.0,0.7807
i3en.6xlarge,us-west-2,usw2-az1,3.0,0.0,0.5298
g5g.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.7893
g5g.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.7041
g5g.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.5695
m7a.large,us-west-2,usw2-az2,3.0,0.0,0.0607
m7a.large,us-west-2,usw2-az3,3.0,0.0,0.0437
m7a.large,us-west-2,usw2-az1,3.0,0.0,0.0605
d2.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.6891
d2.4xlarge,us-west-2,usw2-az2,3.0,0.0,0.7936
m2.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.1164
m2.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.155
m2.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.0758
c7gn.medium,us-west-2,usw2-az2,3.0,0.0,0.0215
c7gn.medium,us-west-2,usw2-az1,3.0,0.0,0.0233
c7gn.medium,us-west-2,usw2-az3,3.0,0.0,0.026
c6a.xlarge,us-west-2,usw2-az2,3.0,0.0,0.0853
c6a.xlarge,us-west-2,usw2-az3,3.0,0.0,0.118
c6a.xlarge,us-west-2,usw2-az1,3.0,0.0,0.0831
c6a.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1191
m5n.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1094
m5n.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1195
m5n.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1036
c6gd.medium,us-west-2,usw2-az2,3.0,0.0,0.0301
c6gd.medium,us-west-2,usw2-az1,3.0,0.0,0.0253
c6gd.medium,us-west-2,usw2-az4,3.0,0.0,0.0256
c6gd.medium,us-west-2,usw2-az3,3.0,0.0,0.0247
x2iedn.2xlarge,us-west-2,usw2-az3,3.0,0.0,0.4178
x2iedn.2xlarge,us-west-2,usw2-az2,3.0,0.0,0.3252
x2iedn.2xlarge,us-west-2,usw2-az1,3.0,0.0,0.3878
m6id.8xlarge,us-west-2,usw2-az4,3.0,0.0,0.8765
m6id.8xlarge,us-west-2,usw2-az1,3.0,0.0,0.8504
r7a.4xlarge,us-west-2,usw2-az1,3.0,0.0,0.5928
r7a.4xlarge,us-west-2,usw2-az4,3.0,0.0,0.4278
r7a.4xlarge,us-west-2,usw2-az3,3.0,0.0,0.488
t4g.micro,us-west-2,usw2-az4,3.0,0.0,0.0055
t4g.micro,us-west-2,usw2-az2,3.0,0.0,0.0052
t4g.micro,us-west-2,usw2-az1,3.0,0.0,0.0049
t4g.micro,us-west-2,usw2-az3,3.0,0.0,0.0072
r7a.large,us-west-2,usw2-az4,3.0,0.0,0.0604
r7a.large,us-west-2,usw2-az3,3.0,0.0,0.0439
r7a.large,us-west-2,usw2-az1,3.0,0.0,0.0605
c6id.xlarge,us-west-2,usw2-az2,3.0,0.0,0.1036
c6id.xlarge,us-west-2,usw2-az3,3.0,0.0,0.1204
c6id.xlarge,us-west-2,usw2-az1,3.0,0.0,0.1033
c6id.xlarge,us-west-2,usw2-az4,3.0,0.0,0.1218
m6a.large,us-west-2,usw2-az2,3.0,0.0,0.0495
m6a.large,us-west-2,usw2-az4,3.0,0.0,0.0529
m6a.large,us-west-2,usw2-az1,3.0,0.0,0.0509
m6a.large,us-west-2,usw2-az3,3.0,0.0,0.0441
m6g.medium,us-west-2,usw2-az3,3.0,0.0,0.0294
m6g.medium,us-west-2,usw2-az1,3.0,0.0,0.021
m6g.medium,us-west-2,usw2-az2,3.0,0.0,0.0206
m6g.medium,us-west-2,usw2-az4,3.0,0.0,0.0295
