SpotPrice,Savings,SPS,AZ,Region,InstanceType,IF,time
0.0355,74,3,use1-az5,us-east-1,r4.large,3.0,2022-07-12 04:20:02+00:00
0.7254,70,3,apse1-az1,ap-southeast-1,x1e.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.1384,77,3,apne2-az1,ap-northeast-2,r6i.2xlarge,2.0,2022-07-12 04:20:02+00:00
0.0318,68,3,use1-az3,us-east-1,t2.large,3.0,2022-07-12 04:20:02+00:00
0.0355,69,3,usw2-az3,us-west-2,r5a.large,3.0,2022-07-12 04:20:02+00:00
0.857,60,3,use1-az5,us-east-1,m6gd.12xlarge,3.0,2022-07-12 04:20:02+00:00
0.5034,73,3,apne2-az1,ap-northeast-2,m5.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.7254,70,3,apne3-az3,ap-northeast-3,x1e.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.0849,80,3,apne1-az1,ap-northeast-1,m5dn.xlarge,2.5,2022-07-12 04:20:02+00:00
0.8573,70,3,euc1-az2,eu-central-1,c5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.5616,70,3,use2-az2,us-east-2,h1.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.1201,80,3,eun1-az2,eu-north-1,r5d.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.768,68,3,use1-az4,us-east-1,c5n.9xlarge,1.0,2022-07-12 04:20:02+00:00
0.7254,70,3,apne2-az3,ap-northeast-2,x1e.2xlarge,1.0,2022-07-12 04:20:02+00:00
1.9696,73,2,sae1-az1,sa-east-1,c5d.24xlarge,1.5,2022-07-12 04:20:02+00:00
0.8574,70,3,euw2-az2,eu-west-2,g3.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.1384,72,3,apne2-az3,ap-northeast-2,r6g.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.7254,70,3,apne2-az1,ap-northeast-2,x1e.2xlarge,1.0,2022-07-12 04:20:02+00:00
1.9685,75,1,usw2-az2,us-west-2,r5b.16xlarge,2.0,2022-07-12 04:20:02+00:00
0.0318,64,3,euc1-az2,eu-central-1,t3a.large,2.0,2022-07-12 04:20:02+00:00
0.0704,78,3,apse1-az2,ap-southeast-1,r5ad.xlarge,1.5,2022-07-12 04:20:02+00:00
0.0311,75,3,apse1-az1,ap-southeast-1,c5n.large,2.5,2022-07-12 04:20:02+00:00
0.0189,62,3,euw1-az1,eu-west-1,m6gd.medium,2.5,2022-07-12 04:20:02+00:00
0.7254,70,3,apne1-az4,ap-northeast-1,x1e.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.7682,72,3,apse1-az1,ap-southeast-1,c5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.8574,70,3,euw2-az3,eu-west-2,g3.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.1384,72,3,apne2-az2,ap-northeast-2,r6g.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.7254,70,3,apne1-az1,ap-northeast-1,x1e.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.1724,62,3,use1-az1,us-east-1,r5a.2xlarge,1.5,2022-07-12 04:20:02+00:00
0.8577,59,3,euw1-az3,eu-west-1,r5a.8xlarge,1.0,2022-07-12 04:20:02+00:00
1.2078,68,3,usw2-az4,us-west-2,r6gd.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.7253,70,3,apse2-az2,ap-southeast-2,x2iedn.2xlarge,2.0,2022-07-12 04:20:02+00:00
0.0189,56,3,euw1-az3,eu-west-1,m6g.medium,2.5,2022-07-12 04:20:02+00:00
0.0318,64,3,euc1-az3,eu-central-1,t3a.large,2.0,2022-07-12 04:20:02+00:00
1.1976,73,3,apne3-az2,ap-northeast-3,c5d.18xlarge,2.0,2022-07-12 04:20:02+00:00
0.7253,70,3,apse2-az1,ap-southeast-2,x2iedn.2xlarge,2.0,2022-07-12 04:20:02+00:00
3.0153,77,1,sae1-az1,sa-east-1,r6i.32xlarge,2.0,2022-07-12 04:20:02+00:00
2.9013,70,3,apne1-az4,ap-northeast-1,x1.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.0355,75,3,usw2-az1,us-west-2,r5d.large,3.0,2022-07-12 04:20:02+00:00
0.0607,67,3,cac1-az4,ca-central-1,c6i.xlarge,2.0,2022-07-12 04:20:02+00:00
0.7684,85,3,use2-az3,us-east-2,r5dn.16xlarge,3.0,2022-07-12 04:20:02+00:00
2.9069,68,3,use1-az4,us-east-1,r5n.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.1384,72,3,apne2-az1,ap-northeast-2,r6g.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.8579,85,3,use2-az2,us-east-2,r5dn.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.0816,76,3,apne3-az3,ap-northeast-3,r5.xlarge,1.0,2022-07-12 04:20:02+00:00
0.7253,70,3,apse1-az2,ap-southeast-1,x2iedn.2xlarge,2.0,2022-07-12 04:20:02+00:00
0.5616,70,3,use2-az1,us-east-2,h1.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.8582,74,1,aps1-az3,ap-south-1,m4.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.0174,61,3,euc1-az2,eu-central-1,c6gd.medium,2.5,2022-07-12 04:20:02+00:00
0.7253,70,3,apse1-az1,ap-southeast-1,x2iedn.2xlarge,2.0,2022-07-12 04:20:02+00:00
1.4771,74,3,usw1-az1,us-west-1,c5d.metal,2.5,2022-07-12 04:20:02+00:00
0.0319,73,3,euw1-az1,eu-west-1,c3.large,2.5,2022-07-12 04:20:02+00:00
1.9671,80,2,sae1-az2,sa-east-1,r5d.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.0101,70,3,use2-az1,us-east-2,t4g.medium,2.5,2022-07-12 04:20:02+00:00
0.0355,75,3,usw2-az2,us-west-2,r5d.large,3.0,2022-07-12 04:20:02+00:00
0.7253,70,3,apne2-az3,ap-northeast-2,x2iedn.2xlarge,1.5,2022-07-12 04:20:02+00:00
0.7685,63,3,aps1-az3,ap-south-1,m5.8xlarge,1.5,2022-07-12 04:20:02+00:00
0.0625,70,3,use1-az6,us-east-1,t3.xlarge,3.0,2022-07-12 04:20:02+00:00
3.6327,70,3,euw1-az3,eu-west-1,i4i.metal,2.5,2022-07-12 04:20:02+00:00
0.7253,70,3,apne2-az1,ap-northeast-2,x2iedn.2xlarge,1.5,2022-07-12 04:20:02+00:00
1.967,74,3,use1-az5,us-east-1,r5d.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.8583,67,3,euw2-az1,eu-west-2,m5a.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.7697,79,3,use2-az3,us-east-2,c5d.18xlarge,1.5,2022-07-12 04:20:02+00:00
0.8585,69,3,euc1-az2,eu-central-1,m5.12xlarge,3.0,2022-07-12 04:20:02+00:00
0.4879,59,2,aps1-az1,ap-south-1,r6gd.8xlarge,3.0,2022-07-12 04:20:02+00:00
0.7253,70,3,apne1-az4,ap-northeast-1,x2iedn.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.0355,76,3,usw2-az1,us-west-2,r5n.large,3.0,2022-07-12 04:20:02+00:00
0.7253,70,3,apne1-az1,ap-northeast-1,x2iedn.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.9578,85,3,use2-az2,us-east-2,m5dn.metal,1.0,2022-07-12 04:20:02+00:00
0.0319,90,3,apse2-az1,ap-southeast-2,m1.large,1.0,2022-07-12 04:20:02+00:00
0.0189,56,3,euw1-az2,eu-west-1,m6g.medium,2.5,2022-07-12 04:20:02+00:00
0.8585,58,3,aps1-az3,ap-south-1,r5a.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.0164,67,3,apse1-az2,ap-southeast-1,c6gn.medium,2.5,2022-07-12 04:20:02+00:00
0.7253,71,3,use2-az1,us-east-2,c6a.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.1384,61,3,use1-az3,us-east-1,i3.xlarge,1.0,2022-07-12 04:20:02+00:00
0.8585,72,3,apne1-az2,ap-northeast-1,r5d.4xlarge,2.0,2022-07-12 04:20:02+00:00
0.7697,71,3,euw1-az3,eu-west-1,r5.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.1201,78,3,eun1-az3,eu-north-1,r5.2xlarge,3.0,2022-07-12 04:20:02+00:00
1.9665,47,1,apse2-az1,ap-southeast-2,r5a.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.7251,57,3,usw2-az2,us-west-2,m6i.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.0546,70,3,use1-az6,us-east-1,im4gn.large,2.5,2022-07-12 04:20:02+00:00
0.0319,71,3,aps1-az1,ap-south-1,m5.large,3.0,2022-07-12 04:20:02+00:00
0.5616,70,3,use1-az5,us-east-1,h1.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.0101,70,3,sae1-az3,sa-east-1,t3.small,3.0,2022-07-12 04:20:02+00:00
1.2295,75,3,apne1-az4,ap-northeast-1,r6i.16xlarge,2.0,2022-07-12 04:20:02+00:00
0.005,70,3,use2-az2,us-east-2,t4g.small,1.0,2022-07-12 04:20:02+00:00
0.1725,50,3,use1-az1,us-east-1,m5a.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.7249,76,2,euw1-az1,eu-west-1,m5dn.8xlarge,1.5,2022-07-12 04:20:02+00:00
0.509,69,3,euw3-az3,eu-west-3,c6i.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.8588,69,2,apne1-az4,ap-northeast-1,m5a.12xlarge,1.0,2022-07-12 04:20:02+00:00
1.9662,63,3,usw2-az3,us-west-2,m6i.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.7249,69,1,sae1-az2,sa-east-1,m5a.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.1382,70,3,apne2-az3,ap-northeast-2,t2.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.0319,63,3,cac1-az1,ca-central-1,m6g.large,2.5,2022-07-12 04:20:02+00:00
0.0848,74,3,apse2-az3,ap-southeast-2,m5d.xlarge,3.0,2022-07-12 04:20:02+00:00
0.8588,54,3,use1-az6,us-east-1,m6g.12xlarge,3.0,2022-07-12 04:20:02+00:00
3.0153,77,1,sae1-az2,sa-east-1,r6i.32xlarge,2.0,2022-07-12 04:20:02+00:00
0.7248,70,1,cac1-az2,ca-central-1,g4dn.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.0848,73,3,apne1-az1,ap-northeast-1,m5ad.xlarge,2.5,2022-07-12 04:20:02+00:00
0.8592,63,3,euw1-az2,eu-west-1,c5.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0355,68,3,usw1-az1,us-west-1,r6g.large,2.5,2022-07-12 04:20:02+00:00
0.005,70,3,sae1-az3,sa-east-1,t3.micro,3.0,2022-07-12 04:20:02+00:00
0.7698,70,3,euw1-az1,eu-west-1,d3en.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.7248,70,1,cac1-az1,ca-central-1,g4dn.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.255,63,3,cac1-az2,ca-central-1,m6g.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.8597,67,3,aps1-az1,ap-south-1,c5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
1.9662,32,3,usw2-az1,us-west-2,m5n.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.0101,70,3,sae1-az1,sa-east-1,t3.small,3.0,2022-07-12 04:20:02+00:00
0.9578,85,2,use2-az3,us-east-2,m5dn.metal,1.0,2022-07-12 04:20:02+00:00
0.1142,70,3,usw2-az3,us-west-2,t3.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.501,70,3,apse1-az2,ap-southeast-1,g3.4xlarge,1.0,2022-07-12 04:20:02+00:00
0.7246,74,3,use2-az2,us-east-2,m6a.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.2637,76,3,apne2-az1,ap-northeast-2,r5a.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.86,73,3,use1-az2,us-east-1,r5ad.12xlarge,3.0,2022-07-12 04:20:02+00:00
0.1382,70,3,apne2-az1,ap-northeast-2,t2.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.7241,79,3,use2-az1,us-east-2,c5d.18xlarge,1.5,2022-07-12 04:20:02+00:00
3.616,68,1,apse2-az1,ap-southeast-2,c6gn.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.0319,63,3,cac1-az2,ca-central-1,m6g.large,2.5,2022-07-12 04:20:02+00:00
0.5616,70,3,use1-az4,us-east-1,h1.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.7236,67,3,euw1-az3,eu-west-1,m4.10xlarge,1.0,2022-07-12 04:20:02+00:00
3.4629,56,1,euw1-az3,eu-west-1,c6a.48xlarge,1.5,2022-07-12 04:20:02+00:00
0.7225,66,3,use2-az3,us-east-2,m6a.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.0189,56,3,euw1-az1,eu-west-1,m6g.medium,2.5,2022-07-12 04:20:02+00:00
0.8603,67,3,use1-az2,us-east-1,m5ad.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.1727,78,3,use2-az2,us-east-2,c5d.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.0101,89,3,sae1-az3,sa-east-1,m3.medium,3.0,2022-07-12 04:20:02+00:00
1.4771,74,3,usw1-az3,us-west-1,c5d.24xlarge,2.5,2022-07-12 04:20:02+00:00
0.7224,63,3,eun1-az3,eu-north-1,m6g.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.7698,70,3,euw1-az2,eu-west-1,d3en.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.8606,57,3,usw2-az2,us-west-2,m5n.8xlarge,1.5,2022-07-12 04:20:02+00:00
1.9649,67,1,euc1-az3,eu-central-1,c5ad.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.7224,63,3,eun1-az2,eu-north-1,m6g.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.0355,68,3,usw1-az3,us-west-1,r6g.large,2.5,2022-07-12 04:20:02+00:00
2.9013,70,3,apne1-az2,ap-northeast-1,x1.16xlarge,1.0,2022-07-12 04:20:02+00:00
3.0153,77,2,sae1-az3,sa-east-1,r6i.32xlarge,2.0,2022-07-12 04:20:02+00:00
0.0319,63,3,cac1-az4,ca-central-1,m6g.large,2.5,2022-07-12 04:20:02+00:00
0.0848,90,1,use1-az2,us-east-1,c1.xlarge,1.0,2022-07-12 04:20:02+00:00
0.7224,63,3,eun1-az1,eu-north-1,m6g.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.7698,70,3,euw1-az3,eu-west-1,d3en.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.8606,72,3,usw2-az3,us-west-2,r5.12xlarge,1.0,2022-07-12 04:20:02+00:00
1.964,63,3,apne1-az2,ap-northeast-1,m6g.16xlarge,2.0,2022-07-12 04:20:02+00:00
2.913,75,1,apse2-az2,ap-southeast-2,r5ad.12xlarge,1.0,2022-07-12 04:20:02+00:00
3.7008,70,3,aps1-az2,ap-south-1,i3en.metal,2.0,2022-07-12 04:20:02+00:00
0.722,32,3,euw1-az2,eu-west-1,m5n.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.1382,80,3,euw2-az3,eu-west-2,r5n.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.8608,68,3,use1-az2,us-east-1,m4.10xlarge,1.0,2022-07-12 04:20:02+00:00
0.0546,70,3,use2-az1,us-east-2,im4gn.large,2.5,2022-07-12 04:20:02+00:00
0.1201,78,3,eun1-az2,eu-north-1,r5.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.7705,63,1,apse1-az3,ap-southeast-1,m5dn.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.7219,73,3,euc1-az3,eu-central-1,r5.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.5034,73,3,apne2-az2,ap-northeast-2,m5.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.0319,70,3,cac1-az1,ca-central-1,m6i.large,2.5,2022-07-12 04:20:02+00:00
0.9578,83,3,use2-az1,us-east-2,m5n.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.7219,61,3,use1-az6,us-east-1,c5d.9xlarge,1.5,2022-07-12 04:20:02+00:00
0.5613,64,3,euc1-az3,eu-central-1,c6i.8xlarge,3.0,2022-07-12 04:20:02+00:00
0.8609,75,3,use2-az3,us-east-2,c5.18xlarge,2.5,2022-07-12 04:20:02+00:00
1.4384,69,3,apne2-az1,ap-northeast-2,c5.metal,2.0,2022-07-12 04:20:02+00:00
0.0101,89,1,use1-az6,us-east-1,m1.medium,1.0,2022-07-12 04:20:02+00:00
0.0187,68,3,use1-az6,us-east-1,r6gd.medium,3.0,2022-07-12 04:20:02+00:00
0.7218,70,3,apse1-az3,ap-southeast-1,c5n.9xlarge,2.0,2022-07-12 04:20:02+00:00
3.0153,77,1,sae1-az1,sa-east-1,r6i.metal,2.0,2022-07-12 04:20:02+00:00
0.0319,70,3,cac1-az2,ca-central-1,m6i.large,2.5,2022-07-12 04:20:02+00:00
1.2073,51,3,use1-az2,us-east-1,r5b.8xlarge,3.0,2022-07-12 04:20:02+00:00
0.8622,74,1,aps1-az1,ap-south-1,m4.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.1382,80,3,euw2-az2,eu-west-2,r5n.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.7215,78,2,apse1-az1,ap-southeast-1,m5dn.8xlarge,2.5,2022-07-12 04:20:02+00:00
1.9638,70,2,usw2-az1,us-west-2,m6id.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.8623,74,3,use2-az2,us-east-2,m6gd.metal,2.5,2022-07-12 04:20:02+00:00
3.8304,70,3,apne1-az1,ap-northeast-1,i3en.24xlarge,2.5,2022-07-12 04:20:02+00:00
0.8625,74,3,euc1-az3,eu-central-1,m5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
1.4771,68,3,usw1-az3,us-west-1,c5a.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.01,77,3,use2-az3,us-east-2,c6gn.medium,2.0,2022-07-12 04:20:02+00:00
0.5608,80,1,apne1-az2,ap-northeast-1,m5dn.8xlarge,3.0,2022-07-12 04:20:02+00:00
0.7207,81,3,eun1-az3,eu-north-1,r5n.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0355,73,3,usw1-az1,us-west-1,r6gd.large,2.5,2022-07-12 04:20:02+00:00
0.8631,23,3,usw2-az3,us-west-2,m5n.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.7706,75,3,use2-az3,us-east-2,m5.16xlarge,1.5,2022-07-12 04:20:02+00:00
0.7207,81,3,eun1-az2,eu-north-1,r5n.12xlarge,2.0,2022-07-12 04:20:02+00:00
1.9625,54,3,euw1-az1,eu-west-1,r5d.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.0319,70,3,cac1-az4,ca-central-1,m6i.large,2.5,2022-07-12 04:20:02+00:00
0.1382,80,3,euw2-az1,eu-west-2,r5n.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.8633,73,2,usw2-az4,us-west-2,r5ad.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0355,73,3,usw1-az3,us-west-1,r6gd.large,2.5,2022-07-12 04:20:02+00:00
0.7207,81,3,eun1-az1,eu-north-1,r5n.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0731,68,1,euc1-az2,eu-central-1,m6i.xlarge,3.0,2022-07-12 04:20:02+00:00
0.1109,41,2,aps1-az1,ap-south-1,c6a.2xlarge,2.0,2022-07-12 04:20:02+00:00
0.7707,82,3,euc1-az2,eu-central-1,m5zn.6xlarge,1.5,2022-07-12 04:20:02+00:00
0.8633,70,3,apse1-az1,ap-southeast-1,r6g.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.1382,80,3,euw2-az3,eu-west-2,r5b.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.7207,83,2,eun1-az3,eu-north-1,r5dn.12xlarge,2.0,2022-07-12 04:20:02+00:00
1.9609,75,3,use1-az1,us-east-1,r5b.24xlarge,3.0,2022-07-12 04:20:02+00:00
0.01,77,3,use2-az2,us-east-2,c6gn.medium,2.0,2022-07-12 04:20:02+00:00
1.2069,75,3,use1-az2,us-east-1,r5d.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.8633,70,3,apse1-az3,ap-southeast-1,r6g.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.5608,66,3,apne1-az4,ap-northeast-1,i3.4xlarge,1.0,2022-07-12 04:20:02+00:00
0.7207,83,1,eun1-az2,eu-north-1,r5dn.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0546,70,3,use2-az2,us-east-2,im4gn.large,2.5,2022-07-12 04:20:02+00:00
0.7207,80,3,eun1-az3,eu-north-1,r5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
3.0153,77,2,sae1-az2,sa-east-1,r6i.metal,2.0,2022-07-12 04:20:02+00:00
0.0319,70,3,apse1-az1,ap-southeast-1,t3.large,3.0,2022-07-12 04:20:02+00:00
0.1728,68,3,apne3-az3,ap-northeast-3,c5.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.8633,74,3,apse1-az1,ap-southeast-1,r6gd.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.081,70,3,euc1-az3,eu-central-1,i3en.large,3.0,2022-07-12 04:20:02+00:00
0.7207,80,3,eun1-az2,eu-north-1,r5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0355,75,3,usw1-az1,us-west-1,r6i.large,2.0,2022-07-12 04:20:02+00:00
0.12,70,3,euw1-az3,eu-west-1,x2gd.xlarge,2.5,2022-07-12 04:20:02+00:00
0.1382,80,3,euw2-az2,eu-west-2,r5b.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.8633,74,3,apse1-az2,ap-southeast-1,r6gd.12xlarge,2.5,2022-07-12 04:20:02+00:00
3.4075,59,3,usw2-az2,us-west-2,m6a.metal,1.0,2022-07-12 04:20:02+00:00
0.7207,80,3,eun1-az1,eu-north-1,r5d.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.9578,83,3,use2-az2,us-east-2,m5n.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.8633,74,3,apse1-az3,ap-southeast-1,r6gd.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.7718,71,3,apne1-az2,ap-northeast-1,m5d.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.7207,78,3,eun1-az3,eu-north-1,r5.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.4879,53,3,aps1-az3,ap-south-1,r6g.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.032,73,3,euw1-az2,eu-west-1,c3.large,2.5,2022-07-12 04:20:02+00:00
0.0187,68,3,use1-az5,us-east-1,r6gd.medium,3.0,2022-07-12 04:20:02+00:00
0.01,77,3,use2-az1,us-east-2,c6gn.medium,2.0,2022-07-12 04:20:02+00:00
1.9602,70,3,apse2-az2,ap-southeast-2,i3.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.7207,78,3,eun1-az2,eu-north-1,r5.12xlarge,2.0,2022-07-12 04:20:02+00:00
0.0355,75,3,usw1-az3,us-west-1,r6i.large,2.0,2022-07-12 04:20:02+00:00
2.9013,70,1,apne1-az1,ap-northeast-1,x1.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.493,62,3,euw1-az2,eu-west-1,r5d.4xlarge,1.5,2022-07-12 04:20:02+00:00
0.8637,69,3,euc1-az2,eu-central-1,m5.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.1382,80,3,euw2-az1,eu-west-2,r5b.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.7207,78,3,eun1-az1,eu-north-1,r5.12xlarge,2.0,2022-07-12 04:20:02+00:00
1.9596,64,3,euw1-az3,eu-west-1,m5.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.032,71,3,aps1-az3,ap-south-1,m5.large,3.0,2022-07-12 04:20:02+00:00
1.4771,68,2,usw1-az1,us-west-1,c5a.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.7206,81,3,use2-az3,us-east-2,r5a.16xlarge,1.5,2022-07-12 04:20:02+00:00
0.5606,69,3,use1-az4,us-east-1,c4.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.8637,60,3,use1-az4,us-east-1,m6gd.12xlarge,3.0,2022-07-12 04:20:02+00:00
3.0153,77,1,sae1-az3,sa-east-1,r6i.metal,2.0,2022-07-12 04:20:02+00:00
2.921,70,3,usw2-az4,us-west-2,r6id.metal,1.0,2022-07-12 04:20:02+00:00
0.0546,70,3,use2-az3,us-east-2,im4gn.large,2.5,2022-07-12 04:20:02+00:00
0.7203,71,3,use1-az4,us-east-1,r5.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.772,80,3,use2-az3,us-east-2,r6gd.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.032,77,3,cac1-az2,ca-central-1,r5.large,3.0,2022-07-12 04:20:02+00:00
0.0356,69,3,euw1-az1,eu-west-1,a1.xlarge,1.0,2022-07-12 04:20:02+00:00
0.8638,67,3,apne1-az1,ap-northeast-1,c6i.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.9589,65,1,apne2-az1,ap-northeast-2,c5a.16xlarge,2.0,2022-07-12 04:20:02+00:00
0.0607,72,3,cac1-az1,ca-central-1,m5.xlarge,1.0,2022-07-12 04:20:02+00:00
0.0187,68,3,use1-az4,us-east-1,r6gd.medium,3.0,2022-07-12 04:20:02+00:00
0.01,74,3,use2-az3,us-east-2,c6gd.medium,2.5,2022-07-12 04:20:02+00:00
0.1382,78,3,euw2-az3,eu-west-2,r5ad.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.7196,71,3,sae1-az3,sa-east-1,m6i.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.0715,60,3,use1-az1,us-east-1,c6i.xlarge,2.5,2022-07-12 04:20:02+00:00
0.8638,67,3,use1-az6,us-east-1,r5ad.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.7722,75,1,usw2-az3,us-west-2,r5b.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.7196,71,3,sae1-az2,sa-east-1,m6i.8xlarge,2.5,2022-07-12 04:20:02+00:00
1.9581,60,3,euw1-az1,eu-west-1,c6i.24xlarge,3.0,2022-07-12 04:20:02+00:00
0.7196,71,3,sae1-az1,sa-east-1,m6i.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.1728,64,3,apne1-az1,ap-northeast-1,c6i.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.864,59,1,usw1-az3,us-west-1,c6gn.4xlarge,3.0,2022-07-12 04:20:02+00:00
1.2301,79,3,apse1-az2,ap-southeast-1,r5n.8xlarge,3.0,2022-07-12 04:20:02+00:00
0.0321,75,3,apne1-az2,ap-northeast-1,c4.large,3.0,2022-07-12 04:20:02+00:00
0.0356,69,3,euw1-az2,eu-west-1,a1.xlarge,1.0,2022-07-12 04:20:02+00:00
0.01,74,3,use2-az2,us-east-2,c6gd.medium,2.5,2022-07-12 04:20:02+00:00
0.1382,78,3,euw2-az2,eu-west-2,r5ad.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.7196,77,3,use2-az3,us-east-2,m6i.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.1728,72,3,apne1-az2,ap-northeast-1,m5n.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.864,82,3,use2-az3,us-east-2,r5n.16xlarge,3.0,2022-07-12 04:20:02+00:00
1.1899,75,3,usw2-az4,us-west-2,r6id.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.7196,63,3,sae1-az3,sa-east-1,m6g.8xlarge,3.0,2022-07-12 04:20:02+00:00
