SpotPrice,Savings,SPS,AZ,Region,InstanceType,IF,time
0.0554,35,3,aps1-az2,ap-south-1,c6g.xlarge,3.0,2022-07-12 04:20:02+00:00
4.0066,73,3,apne1-az2,ap-northeast-1,r5.24xlarge,1.0,2022-07-12 04:20:02+00:00
3.2544,70,3,use2-az2,us-east-2,i3en.metal,2.0,2022-07-12 04:20:02+00:00
0.0696,67,3,apne1-az1,ap-northeast-1,c5.xlarge,3.0,2022-07-12 04:20:02+00:00
1.1966,48,3,use1-az4,us-east-1,m6i.12xlarge,1.0,2022-07-12 04:20:02+00:00
2.2852,63,3,use1-az5,us-east-1,m6i.metal,3.0,2022-07-12 04:20:02+00:00
0.0439,78,3,use2-az3,us-east-2,r6g.xlarge,2.5,2022-07-12 04:20:02+00:00
0.6385,85,1,use2-az2,us-east-2,m5dn.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.7918,64,2,euw2-az3,eu-west-2,c6gd.12xlarge,2.5,2022-07-12 04:20:02+00:00
2.2852,63,3,use1-az6,us-east-1,m6i.metal,3.0,2022-07-12 04:20:02+00:00
1.7038,70,1,usw2-az2,us-west-2,m6id.24xlarge,2.0,2022-07-12 04:20:02+00:00
2.2852,70,3,use1-az2,us-east-1,m6id.32xlarge,3.0,2022-07-12 04:20:02+00:00
0.1345,61,3,euw1-az2,eu-west-1,i3.xlarge,1.0,2022-07-12 04:20:02+00:00
0.6385,85,1,use2-az1,us-east-2,m5dn.16xlarge,1.0,2022-07-12 04:20:02+00:00
1.2016,75,3,use1-az2,us-east-1,r6id.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.2691,60,3,usw2-az1,us-west-2,m5n.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.018,70,3,apse1-az3,ap-southeast-1,r6g.medium,3.0,2022-07-12 04:20:02+00:00
0.0695,74,3,euw2-az3,eu-west-2,r5a.xlarge,3.0,2022-07-12 04:20:02+00:00
1.7038,63,3,usw2-az4,us-west-2,m6i.24xlarge,2.0,2022-07-12 04:20:02+00:00
2.2852,70,3,use1-az5,us-east-1,m6id.32xlarge,3.0,2022-07-12 04:20:02+00:00
0.4975,77,3,use2-az1,us-east-2,c5.12xlarge,3.0,2022-07-12 04:20:02+00:00
0.3562,75,3,euc1-az1,eu-central-1,r5d.4xlarge,1.0,2022-07-12 04:20:02+00:00
0.0439,81,3,use2-az2,us-east-2,r6gd.xlarge,3.0,2022-07-12 04:20:02+00:00
0.6385,81,1,use2-az3,us-east-2,m5ad.16xlarge,1.5,2022-07-12 04:20:02+00:00
0.0714,73,3,apse2-az1,ap-southeast-2,a1.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.0143,69,3,eun1-az2,eu-north-1,c6gn.medium,2.5,2022-07-12 04:20:02+00:00
0.5561,78,3,use2-az2,us-east-2,r6g.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.2691,76,3,apne2-az3,ap-northeast-2,r5a.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.7918,68,3,euw2-az1,eu-west-2,c6gn.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.0018,69,3,euw3-az1,eu-west-3,t3.nano,1.0,2022-07-12 04:20:02+00:00
0.1756,83,3,use2-az2,us-east-2,r6i.4xlarge,3.0,2022-07-12 04:20:02+00:00
2.2852,70,1,use1-az6,us-east-1,m6id.32xlarge,3.0,2022-07-12 04:20:02+00:00
0.017,61,3,use1-az6,us-east-1,c6gn.medium,2.5,2022-07-12 04:20:02+00:00
0.6385,81,3,use2-az2,us-east-2,m5ad.16xlarge,1.5,2022-07-12 04:20:02+00:00
0.4875,70,3,apne3-az2,ap-northeast-3,g4dn.4xlarge,1.5,2022-07-12 04:20:02+00:00
0.2794,76,3,apne3-az2,ap-northeast-3,m5d.4xlarge,2.0,2022-07-12 04:20:02+00:00
0.1344,67,3,apse1-az3,ap-southeast-1,c5ad.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.0105,77,3,use2-az2,us-east-2,m6gd.medium,2.5,2022-07-12 04:20:02+00:00
1.7028,63,3,sae1-az3,sa-east-1,m5.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.0695,70,3,apse1-az2,ap-southeast-1,m6gd.xlarge,3.0,2022-07-12 04:20:02+00:00
3.2544,70,3,use2-az3,us-east-2,i3en.metal,2.0,2022-07-12 04:20:02+00:00
0.6385,81,1,use2-az1,us-east-2,m5ad.16xlarge,1.5,2022-07-12 04:20:02+00:00
1.4176,67,1,euw1-az3,eu-west-1,m5n.16xlarge,1.0,2022-07-12 04:20:02+00:00
2.2852,70,1,use1-az6,us-east-1,m6id.metal,3.0,2022-07-12 04:20:02+00:00
0.0439,81,3,use2-az3,us-east-2,r6gd.xlarge,3.0,2022-07-12 04:20:02+00:00
0.3458,70,3,use1-az2,us-east-1,is4gen.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.2637,81,3,apne2-az2,ap-northeast-2,r5n.4xlarge,2.5,2022-07-12 04:20:02+00:00
2.2873,62,3,use1-az4,us-east-1,m5n.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.1756,83,3,use2-az3,us-east-2,r6i.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.6385,80,3,use2-az3,us-east-2,c6id.16xlarge,2.5,2022-07-12 04:20:02+00:00
1.1976,73,3,apne1-az1,ap-northeast-1,c5d.18xlarge,1.0,2022-07-12 04:20:02+00:00
0.0343,81,3,apse1-az2,ap-southeast-1,r5n.large,2.5,2022-07-12 04:20:02+00:00
0.7918,68,3,euw2-az2,eu-west-2,c6gn.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.015,70,3,euw1-az2,eu-west-1,t2.medium,3.0,2022-07-12 04:20:02+00:00
0.1343,67,1,use1-az6,us-east-1,a1.metal,3.0,2022-07-12 04:20:02+00:00
0.2693,76,2,euc1-az3,eu-central-1,c3.4xlarge,1.0,2022-07-12 04:20:02+00:00
1.7027,75,2,euc1-az3,eu-central-1,m5n.24xlarge,2.5,2022-07-12 04:20:02+00:00
0.0695,65,3,use1-az5,us-east-1,m5.xlarge,1.0,2022-07-12 04:20:02+00:00
0.0439,83,3,use2-az1,us-east-2,r6i.xlarge,3.0,2022-07-12 04:20:02+00:00
2.2893,79,3,euw1-az1,eu-west-1,r5dn.24xlarge,3.0,2022-07-12 04:20:02+00:00
0.7918,68,3,euw2-az3,eu-west-2,c6gn.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.6385,80,3,use2-az2,us-east-2,c6id.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.9631,63,3,eun1-az2,eu-north-1,m6g.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.0018,69,3,euw2-az3,eu-west-2,t3.nano,1.0,2022-07-12 04:20:02+00:00
0.018,70,3,apse1-az2,ap-southeast-1,r6g.medium,3.0,2022-07-12 04:20:02+00:00
0.0667,81,3,euw3-az2,eu-west-3,r5n.xlarge,2.0,2022-07-12 04:20:02+00:00
0.2545,72,3,euw3-az1,eu-west-3,m5.4xlarge,2.5,2022-07-12 04:20:02+00:00
2.2911,63,3,usw2-az2,us-west-2,m6i.32xlarge,3.0,2022-07-12 04:20:02+00:00
3.2544,70,3,usw2-az1,us-west-2,i3en.metal,1.5,2022-07-12 04:20:02+00:00
0.6385,80,3,use2-az1,us-east-2,c6id.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.1756,85,3,use2-az1,us-east-2,r6id.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.0695,56,3,use1-az6,us-east-1,c6a.xlarge,2.0,2022-07-12 04:20:02+00:00
0.2539,80,3,euw3-az1,eu-west-3,r4.4xlarge,2.0,2022-07-12 04:20:02+00:00
0.27,70,1,use1-az1,us-east-1,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.0732,81,3,aps1-az1,ap-south-1,r5n.xlarge,2.5,2022-07-12 04:20:02+00:00
0.0333,70,3,apse1-az2,ap-southeast-1,t3.large,3.0,2022-07-12 04:20:02+00:00
0.1343,67,3,use1-az4,us-east-1,a1.metal,3.0,2022-07-12 04:20:02+00:00
0.0105,77,3,use2-az3,us-east-2,m6gd.medium,2.5,2022-07-12 04:20:02+00:00
1.7016,70,3,usw2-az3,us-west-2,g5.12xlarge,1.0,2022-07-12 04:20:02+00:00
2.2916,60,1,euc1-az3,eu-central-1,c5d.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.0439,83,3,use2-az2,us-east-2,r6i.xlarge,3.0,2022-07-12 04:20:02+00:00
0.6385,77,3,use2-az3,us-east-2,c6gn.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.2579,79,3,aps1-az2,ap-south-1,r5d.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.0694,69,3,euw2-az1,eu-west-2,m6i.xlarge,2.5,2022-07-12 04:20:02+00:00
0.7918,67,3,euw2-az1,eu-west-2,c6i.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.6385,74,3,use2-az3,us-east-2,c6gd.metal,2.0,2022-07-12 04:20:02+00:00
0.1343,67,1,use1-az2,us-east-1,a1.metal,3.0,2022-07-12 04:20:02+00:00
0.0678,70,3,apse2-az1,ap-southeast-2,z1d.large,1.0,2022-07-12 04:20:02+00:00
0.071,59,3,usw2-az3,us-west-2,m6a.xlarge,2.0,2022-07-12 04:20:02+00:00
2.2923,59,3,use1-az2,us-east-1,m6a.32xlarge,3.0,2022-07-12 04:20:02+00:00
0.5558,50,3,euw1-az2,eu-west-1,c5ad.4xlarge,3.0,2022-07-12 04:20:02+00:00
0.0015,71,3,euw1-az3,eu-west-1,t3a.nano,3.0,2022-07-12 04:20:02+00:00
1.7016,70,3,usw2-az2,us-west-2,g5.12xlarge,1.0,2022-07-12 04:20:02+00:00
2.2944,59,3,usw2-az1,us-west-2,m6a.32xlarge,3.0,2022-07-12 04:20:02+00:00
0.7918,67,3,euw2-az2,eu-west-2,c6i.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.3458,70,3,use1-az4,us-east-1,is4gen.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.0439,83,3,use2-az3,us-east-2,r6i.xlarge,3.0,2022-07-12 04:20:02+00:00
0.6385,74,1,use2-az2,us-east-2,c6gd.metal,2.0,2022-07-12 04:20:02+00:00
0.0837,66,1,usw2-az3,us-west-2,c6id.xlarge,3.0,2022-07-12 04:20:02+00:00
4.0014,70,1,usw2-az2,us-west-2,x2iedn.16xlarge,1.5,2022-07-12 04:20:02+00:00
0.4875,70,3,apne3-az1,ap-northeast-3,g4dn.4xlarge,1.5,2022-07-12 04:20:02+00:00
0.27,70,3,use1-az2,us-east-1,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
1.4571,76,3,cac1-az2,ca-central-1,m5d.metal,2.0,2022-07-12 04:20:02+00:00
4.8018,70,2,euw1-az3,eu-west-1,x2idn.32xlarge,1.5,2022-07-12 04:20:02+00:00
0.018,70,3,apse1-az1,ap-southeast-1,r6g.medium,3.0,2022-07-12 04:20:02+00:00
2.2971,70,1,apne1-az2,ap-northeast-1,inf1.24xlarge,1.0,2022-07-12 04:20:02+00:00
3.2544,70,2,usw2-az2,us-west-2,i3en.metal,1.5,2022-07-12 04:20:02+00:00
0.3501,70,3,euc1-az3,eu-central-1,x2iedn.xlarge,2.0,2022-07-12 04:20:02+00:00
0.1756,85,3,use2-az2,us-east-2,r6id.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.6385,74,3,use2-az1,us-east-2,c6gd.metal,2.0,2022-07-12 04:20:02+00:00
0.9631,63,3,eun1-az3,eu-north-1,m6g.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.0018,69,3,euw2-az2,eu-west-2,t3.nano,1.0,2022-07-12 04:20:02+00:00
0.1343,67,3,use1-az6,us-east-1,a1.4xlarge,1.0,2022-07-12 04:20:02+00:00
0.0693,83,3,apse1-az3,ap-southeast-1,r5dn.xlarge,2.5,2022-07-12 04:20:02+00:00
1.7016,70,3,usw2-az1,us-west-2,g5.12xlarge,1.0,2022-07-12 04:20:02+00:00
2.2981,62,3,use1-az1,us-east-1,m5n.12xlarge,1.0,2022-07-12 04:20:02+00:00
0.7918,67,2,euw2-az3,eu-west-2,c6i.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.6385,74,1,use2-az2,us-east-2,c6gd.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.261,70,3,apse2-az3,ap-southeast-2,d2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.27,70,3,use1-az3,us-east-1,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.0439,85,3,use2-az1,us-east-2,r6id.xlarge,2.0,2022-07-12 04:20:02+00:00
0.3561,58,3,use1-az1,us-east-1,m5dn.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.1341,59,3,euw1-az2,eu-west-1,t3a.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.0106,68,3,use1-az1,us-east-1,t4g.medium,1.5,2022-07-12 04:20:02+00:00
0.0806,70,3,use1-az6,us-east-1,t4g.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.0341,60,3,usw2-az3,us-west-2,c6i.large,3.0,2022-07-12 04:20:02+00:00
0.5557,78,3,euc1-az3,eu-central-1,r4.8xlarge,1.5,2022-07-12 04:20:02+00:00
0.6385,74,3,use2-az1,us-east-2,c6gd.16xlarge,3.0,2022-07-12 04:20:02+00:00
1.7013,70,3,usw1-az3,us-west-1,inf1.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.0693,80,3,euw2-az2,eu-west-2,r5d.xlarge,3.0,2022-07-12 04:20:02+00:00
0.0713,75,3,usw2-az4,us-west-2,r5d.xlarge,3.0,2022-07-12 04:20:02+00:00
2.3015,73,3,usw2-az1,us-west-2,r5d.24xlarge,1.0,2022-07-12 04:20:02+00:00
3.4722,70,3,use1-az5,us-east-1,i3en.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.6385,71,3,use2-az3,us-east-2,c6g.metal,2.5,2022-07-12 04:20:02+00:00
0.7918,70,3,euw2-az1,eu-west-2,m5.12xlarge,1.5,2022-07-12 04:20:02+00:00
0.0338,61,3,usw2-az4,us-west-2,c6gn.large,2.0,2022-07-12 04:20:02+00:00
0.495,70,3,use1-az3,us-east-1,f1.2xlarge,1.0,2022-07-12 04:20:02+00:00
2.3021,76,3,apse1-az1,ap-southeast-1,r6i.32xlarge,2.5,2022-07-12 04:20:02+00:00
0.0175,90,3,usw2-az3,us-west-2,m1.large,1.0,2022-07-12 04:20:02+00:00
0.0018,69,3,euw2-az1,eu-west-2,t3.nano,1.0,2022-07-12 04:20:02+00:00
0.0554,35,3,aps1-az3,ap-south-1,c6g.xlarge,3.0,2022-07-12 04:20:02+00:00
2.3021,76,2,apse1-az2,ap-southeast-1,r6i.32xlarge,2.5,2022-07-12 04:20:02+00:00
0.018,63,3,euw1-az3,eu-west-1,c6gn.medium,3.0,2022-07-12 04:20:02+00:00
0.6385,71,3,use2-az2,us-east-2,c6g.metal,2.5,2022-07-12 04:20:02+00:00
3.2544,70,3,usw2-az3,us-west-2,i3en.metal,1.5,2022-07-12 04:20:02+00:00
0.0137,73,3,aps1-az3,ap-south-1,a1.large,1.0,2022-07-12 04:20:02+00:00
1.4571,76,3,cac1-az1,ca-central-1,m5d.metal,2.0,2022-07-12 04:20:02+00:00
2.3021,76,1,apse1-az3,ap-southeast-1,r6i.32xlarge,2.5,2022-07-12 04:20:02+00:00
0.505,73,3,apse1-az1,ap-southeast-1,c4.8xlarge,2.0,2022-07-12 04:20:02+00:00
0.3458,70,3,use1-az6,us-east-1,is4gen.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.1341,83,1,euc1-az3,eu-central-1,r3.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.6385,71,3,use2-az1,us-east-2,c6g.metal,2.5,2022-07-12 04:20:02+00:00
0.7918,70,3,euw2-az2,eu-west-2,m5.12xlarge,1.5,2022-07-12 04:20:02+00:00
4.3068,70,1,euw2-az2,eu-west-2,p3.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.0732,70,3,usw2-az1,us-west-2,t3.xlarge,3.0,2022-07-12 04:20:02+00:00
0.27,70,3,use1-az4,us-east-1,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
1.7013,70,1,usw1-az1,us-west-1,inf1.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.0693,71,3,apse1-az2,ap-southeast-1,m6i.xlarge,3.0,2022-07-12 04:20:02+00:00
3.672,70,1,usw2-az2,us-west-2,p3.8xlarge,1.0,2022-07-12 04:20:02+00:00
2.3021,76,3,apse1-az1,ap-southeast-1,r6i.metal,1.0,2022-07-12 04:20:02+00:00
1.4184,70,3,usw2-az2,us-west-2,r5d.16xlarge,1.0,2022-07-12 04:20:02+00:00
0.6385,71,3,use2-az3,us-east-2,c6g.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.5557,78,3,euc1-az1,eu-central-1,r4.8xlarge,1.5,2022-07-12 04:20:02+00:00
0.27,70,1,use1-az6,us-east-1,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.0439,85,3,use2-az2,us-east-2,r6id.xlarge,2.0,2022-07-12 04:20:02+00:00
0.0107,70,3,use2-az2,us-east-2,t4g.medium,2.5,2022-07-12 04:20:02+00:00
0.1756,85,3,use2-az3,us-east-2,r6id.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.6385,71,3,use2-az2,us-east-2,c6g.16xlarge,3.0,2022-07-12 04:20:02+00:00
0.0708,72,3,apne1-az4,ap-northeast-1,m5.xlarge,1.5,2022-07-12 04:20:02+00:00
0.015,70,3,euw1-az1,eu-west-1,t2.medium,3.0,2022-07-12 04:20:02+00:00
0.7918,70,3,euw2-az3,eu-west-2,m5.12xlarge,1.5,2022-07-12 04:20:02+00:00
0.3556,78,3,use2-az1,us-east-2,r6g.8xlarge,1.5,2022-07-12 04:20:02+00:00
1.7005,79,2,usw2-az1,us-west-2,r5dn.16xlarge,2.0,2022-07-12 04:20:02+00:00
0.0693,69,3,euw2-az3,eu-west-2,m6i.xlarge,2.5,2022-07-12 04:20:02+00:00
0.0439,85,3,use2-az3,us-east-2,r6id.xlarge,2.0,2022-07-12 04:20:02+00:00
0.0676,56,3,usw2-az1,us-west-2,c6gd.xlarge,2.5,2022-07-12 04:20:02+00:00
0.1341,75,3,euw2-az3,eu-west-2,m5d.2xlarge,3.0,2022-07-12 04:20:02+00:00
2.3021,76,1,apse1-az2,ap-southeast-1,r6i.metal,1.0,2022-07-12 04:20:02+00:00
0.0554,43,3,aps1-az1,ap-south-1,c6gd.xlarge,2.5,2022-07-12 04:20:02+00:00
0.638,74,3,apse2-az1,ap-southeast-2,r6i.8xlarge,2.5,2022-07-12 04:20:02+00:00
3.2544,70,3,usw2-az4,us-west-2,i3en.metal,1.5,2022-07-12 04:20:02+00:00
0.0343,81,3,apse1-az1,ap-southeast-1,r5n.large,2.5,2022-07-12 04:20:02+00:00
0.0164,90,3,apse2-az1,ap-southeast-2,c1.medium,1.0,2022-07-12 04:20:02+00:00
0.27,70,3,use2-az1,us-east-2,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.7918,67,3,euw2-az2,eu-west-2,m5a.12xlarge,1.0,2022-07-12 04:20:02+00:00
2.3021,76,2,apse1-az3,ap-southeast-1,r6i.metal,1.0,2022-07-12 04:20:02+00:00
1.6999,79,3,usw2-az4,us-west-2,r5dn.metal,1.0,2022-07-12 04:20:02+00:00
0.0017,70,3,aps1-az3,ap-south-1,t4g.micro,3.0,2022-07-12 04:20:02+00:00
0.018,63,3,euw1-az2,eu-west-1,c6gn.medium,3.0,2022-07-12 04:20:02+00:00
0.6371,72,3,usw2-az1,us-west-2,r5.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.044,55,3,use1-az1,us-east-1,c5.large,3.0,2022-07-12 04:20:02+00:00
2.3036,68,3,use1-az1,us-east-1,r5n.16xlarge,2.5,2022-07-12 04:20:02+00:00
0.2637,81,3,apne2-az4,ap-northeast-2,r5n.4xlarge,2.5,2022-07-12 04:20:02+00:00
0.0693,69,3,euw2-az2,eu-west-2,m6i.xlarge,2.5,2022-07-12 04:20:02+00:00
0.7918,73,3,euw2-az1,eu-west-2,m5ad.12xlarge,3.0,2022-07-12 04:20:02+00:00
0.0334,67,3,usw2-az2,us-west-2,a1.xlarge,1.0,2022-07-12 04:20:02+00:00
1.1934,78,1,euc1-az3,eu-central-1,r5d.16xlarge,1.5,2022-07-12 04:20:02+00:00
0.637,55,3,usw2-az1,us-west-2,m6a.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.5555,70,3,usw2-az2,us-west-2,g4ad.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.0667,81,3,euw3-az3,eu-west-3,r5n.xlarge,2.0,2022-07-12 04:20:02+00:00
0.0713,75,3,apne1-az1,ap-northeast-1,c5n.xlarge,3.0,2022-07-12 04:20:02+00:00
2.304,68,1,cac1-az1,ca-central-1,m5a.12xlarge,3.0,2022-07-12 04:20:02+00:00
1.6999,76,1,usw2-az3,us-west-2,r5b.metal,2.5,2022-07-12 04:20:02+00:00
0.27,70,3,use2-az2,us-east-2,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.1758,54,3,euw1-az3,eu-west-1,m6a.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.011,90,3,usw2-az2,us-west-2,m3.medium,3.0,2022-07-12 04:20:02+00:00
0.9631,63,3,eun1-az1,eu-north-1,m6g.metal,2.5,2022-07-12 04:20:02+00:00
2.3043,71,3,euc1-az3,eu-central-1,r5.24xlarge,1.0,2022-07-12 04:20:02+00:00
0.0442,77,1,sae1-az1,sa-east-1,c3.large,1.0,2022-07-12 04:20:02+00:00
0.6369,72,3,use2-az3,us-east-2,m6g.12xlarge,2.5,2022-07-12 04:20:02+00:00
0.1339,70,3,use2-az1,us-east-2,t3.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.013,90,3,use1-az4,us-east-1,c1.medium,1.0,2022-07-12 04:20:02+00:00
0.4857,59,3,cac1-az4,ca-central-1,c6g.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.6367,74,3,apse2-az3,ap-southeast-2,r6i.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.1759,81,3,use2-az1,us-east-2,c4.4xlarge,2.0,2022-07-12 04:20:02+00:00
0.0693,67,3,euw2-az3,eu-west-2,m6gd.xlarge,2.5,2022-07-12 04:20:02+00:00
1.4571,76,3,cac1-az4,ca-central-1,m5d.24xlarge,2.5,2022-07-12 04:20:02+00:00
2.3067,70,3,usw2-az2,us-west-2,r6i.24xlarge,3.0,2022-07-12 04:20:02+00:00
0.7918,73,3,euw2-az2,eu-west-2,m5ad.12xlarge,3.0,2022-07-12 04:20:02+00:00
2.3081,74,2,euc1-az2,eu-central-1,m5d.24xlarge,2.5,2022-07-12 04:20:02+00:00
3.2646,56,1,use1-az1,us-east-1,c6a.48xlarge,1.0,2022-07-12 04:20:02+00:00
0.2827,44,1,usw1-az3,us-west-1,c3.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.2532,70,3,apne3-az3,ap-northeast-3,d2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.6367,71,3,apse2-az3,ap-southeast-2,r6gd.8xlarge,2.5,2022-07-12 04:20:02+00:00
1.6999,76,1,usw2-az2,us-west-2,r5b.metal,2.5,2022-07-12 04:20:02+00:00
0.27,70,3,use2-az3,us-east-2,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.5004,70,3,usw2-az1,us-west-2,x2iezn.2xlarge,3.0,2022-07-12 04:20:02+00:00
0.3458,70,3,use2-az1,us-east-2,is4gen.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.0442,74,3,use1-az3,us-east-1,r4.large,3.0,2022-07-12 04:20:02+00:00
0.6367,71,3,apse2-az2,ap-southeast-2,r6gd.8xlarge,2.5,2022-07-12 04:20:02+00:00
0.1338,70,3,apne2-az3,ap-northeast-2,inf1.2xlarge,1.0,2022-07-12 04:20:02+00:00
2.3086,56,2,euw1-az1,eu-west-1,c6a.32xlarge,2.0,2022-07-12 04:20:02+00:00
1.2006,70,1,apne2-az1,ap-northeast-2,i2.4xlarge,1.0,2022-07-12 04:20:02+00:00
0.011,78,3,use2-az1,us-east-2,r6g.medium,2.5,2022-07-12 04:20:02+00:00
0.5554,79,3,usw1-az1,us-west-1,r5d.8xlarge,1.0,2022-07-12 04:20:02+00:00
0.0017,70,3,aps1-az2,ap-south-1,t4g.micro,3.0,2022-07-12 04:20:02+00:00
3.4279,59,1,use1-az1,us-east-1,m6a.48xlarge,1.0,2022-07-12 04:20:02+00:00
0.0134,89,3,apne1-az4,ap-northeast-1,m1.medium,1.0,2022-07-12 04:20:02+00:00
0.2545,60,3,use1-az3,us-east-1,i3.2xlarge,1.0,2022-07-12 04:20:02+00:00
0.6367,71,3,apse2-az1,ap-southeast-2,r6gd.8xlarge,2.5,2022-07-12 04:20:02+00:00
1.6999,76,1,usw2-az1,us-west-2,r5b.metal,2.5,2022-07-12 04:20:02+00:00
0.0693,67,3,euw2-az2,eu-west-2,m6gd.xlarge,2.5,2022-07-12 04:20:02+00:00
0.017,56,3,use1-az2,us-east-1,c6gd.medium,2.5,2022-07-12 04:20:02+00:00
0.015,63,3,eun1-az3,eu-north-1,m6g.medium,2.5,2022-07-12 04:20:02+00:00
0.7918,73,3,euw2-az3,eu-west-2,m5ad.12xlarge,3.0,2022-07-12 04:20:02+00:00
2.3086,56,2,euw1-az2,eu-west-1,c6a.32xlarge,2.0,2022-07-12 04:20:02+00:00
0.2656,70,3,euw2-az3,eu-west-2,m5.4xlarge,1.0,2022-07-12 04:20:02+00:00
0.27,70,3,usw2-az1,us-west-2,p2.xlarge,1.0,2022-07-12 04:20:02+00:00
0.018,63,3,euw1-az1,eu-west-1,c6gn.medium,3.0,2022-07-12 04:20:02+00:00
0.0014,70,3,cac1-az4,ca-central-1,t4g.nano,2.0,2022-07-12 04:20:02+00:00
0.0442,70,3,cac1-az1,ca-central-1,t4g.xlarge,2.0,2022-07-12 04:20:02+00:00
0.6367,69,3,euw1-az1,eu-west-1,r6gd.4xlarge,3.0,2022-07-12 04:20:02+00:00
3.2646,56,1,use1-az2,us-east-1,c6a.48xlarge,1.0,2022-07-12 04:20:02+00:00
2.3086,56,1,euw1-az3,eu-west-1,c6a.32xlarge,2.0,2022-07-12 04:20:02+00:00
0.5554,62,3,euw1-az3,eu-west-1,r5d.4xlarge,1.5,2022-07-12 04:20:02+00:00
4.8018,70,3,euw1-az1,eu-west-1,x2idn.metal,2.0,2022-07-12 04:20:02+00:00
0.0833,74,3,apse1-az2,ap-southeast-1,r6i.xlarge,3.0,2022-07-12 04:20:02+00:00
0.6367,67,3,apse2-az3,ap-southeast-2,r6g.8xlarge,3.0,2022-07-12 04:20:02+00:00
0.1759,85,3,sae1-az1,sa-east-1,r4.2xlarge,2.5,2022-07-12 04:20:02+00:00
0.0693,67,3,euw2-az1,eu-west-2,m6gd.xlarge,2.5,2022-07-12 04:20:02+00:00
0.0554,43,3,aps1-az2,ap-south-1,c6gd.xlarge,2.5,2022-07-12 04:20:02+00:00
2.3086,60,3,euw1-az1,eu-west-1,c6i.32xlarge,3.0,2022-07-12 04:20:02+00:00
0.1338,70,3,apne2-az1,ap-northeast-2,inf1.2xlarge,1.0,2022-07-12 04:20:02+00:00
2.3086,60,3,euw1-az2,eu-west-1,c6i.32xlarge,3.0,2022-07-12 04:20:02+00:00
1.6999,73,2,usw2-az4,us-west-2,r5ad.24xlarge,2.0,2022-07-12 04:20:02+00:00
0.6367,67,3,apse2-az2,ap-southeast-2,r6g.8xlarge,3.0,2022-07-12 04:20:02+00:00
